Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity_Avg,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
25/04/2014,Sydney,17.6,20.9,6.8,4.6,3.2,39,7,15,76,1023.2,1019.2,8,1,17.7,20.7,Yes
26/04/2014,Sydney,15.5,23.1,9.2,2,1.2,30,7,6,68,1015,1011.5,7,7,18.2,22.6,Yes
27/04/2014,Sydney,16.9,17.9,0.4,2.2,0,35,19,15,85,1023.5,1023.1,5,7,17.9,17,No
28/04/2014,Sydney,15,20.6,20.2,1,2.8,20,11,11,71,1025.9,1022.1,6,6,17.4,20.4,Yes
29/04/2014,Sydney,14.9,25.7,0,3,8.5,31,13,15,66,1017.7,1013.3,1,7,18.4,23.6,No
30/04/2014,Sydney,18.2,25.3,3.4,5,7.1,44,15,20,56,1012.5,1011.4,7,2,18.6,24.3,Yes
1/05/2014,Sydney,11.3,23,0,5.2,10.2,31,19,15,52,1017.7,1013.8,1,1,14.7,19.6,No
2/05/2014,Sydney,13.3,22.2,0,2.8,7.3,46,17,19,53,1006.9,1001.9,2,6,16.1,21.5,No
3/05/2014,Sydney,11.7,15.7,1.2,5.6,1.1,57,13,35,64,996.5,994.8,7,7,12.7,14.8,Yes
4/05/2014,Sydney,10.8,20.5,3.8,3.8,8.5,54,20,31,46,1001.9,1003.7,5,1,15,19.3,Yes
5/05/2014,Sydney,10.3,20.9,0,5.4,10.4,39,22,7,43,1017.9,1016.8,1,3,12.8,20.2,No
6/05/2014,Sydney,10.7,23.4,0,3.4,8.2,39,26,6,47,1021.2,1018.5,5,3,14.6,21.6,No
7/05/2014,Sydney,11.2,20.7,0,3.2,9.7,43,20,20,50,1023.8,1022.9,3,2,13.9,19.3,No
8/05/2014,Sydney,11.1,21,0,5.8,6.2,46,19,19,66,1026.2,1024.3,2,6,14.2,18.2,No
9/05/2014,Sydney,11.8,21.9,7.4,3,3,26,9,13,73,1026.3,1023.6,4,7,13.9,18.8,Yes
10/05/2014,Sydney,12,24.8,0.4,2.2,5.2,35,13,13,66,1023.9,1020,3,7,14.5,21.4,No
11/05/2014,Sydney,14.4,22.9,0.8,2,8.3,41,15,20,68,1022.2,1022.1,1,3,16.7,19.9,No
12/05/2014,Sydney,12.6,23,0,4,8.8,37,17,20,62,1030.1,1028.5,3,2,16.7,22.7,No
13/05/2014,Sydney,13.7,23,11.2,4.8,8.8,26,20,9,63,1030.5,1027.2,1,3,15.6,21,Yes
14/05/2014,Sydney,12.6,23.2,0.2,1.8,9.5,28,13,17,66,1029.3,1025.8,1,2,14.8,21.4,No
15/05/2014,Sydney,11.7,22.9,0,4,10,24,15,13,67,1028.7,1025.3,1,1,13.7,21.5,No
16/05/2014,Sydney,12,25.3,0,3.2,9.9,28,19,13,58,1029.4,1027,0,1,14.6,23.3,No
17/05/2014,Sydney,12,24.2,0,4,9.1,26,11,13,64,1030.4,1026.7,6,3,14.3,22.4,No
18/05/2014,Sydney,13,24.8,0,3.4,2.8,20,15,7,55,1028.3,1025.2,7,7,14.8,24.4,No
19/05/2014,Sydney,13.1,26.1,0,2.4,7.5,24,19,7,53,1026,1022.4,7,1,15.8,25.8,No
20/05/2014,Sydney,14.4,25.5,0,3.2,4.7,24,17,7,55,1022.9,1019.6,7,7,16.2,25.2,No
21/05/2014,Sydney,14.8,23.5,0,3.6,9.8,26,13,13,62,1024.4,1022.6,2,2,17.5,22.6,No
22/05/2014,Sydney,13.1,27.1,0,2.2,9.4,24,13,6,56,1023.5,1018.7,1,1,14.9,26.8,No
23/05/2014,Sydney,13.9,25.1,0,4,8,22,11,13,53,1017.9,1013,3,5,16.5,23.8,No
24/05/2014,Sydney,15.7,25.2,0,4.8,7.4,35,13,15,54,1015.4,1014,2,6,17.7,22.6,No
25/05/2014,Sydney,15.5,26.9,0,3.4,7.1,26,19,17,59,1018.3,1017.1,5,2,17.2,24.9,No
26/05/2014,Sydney,14.1,23.6,0,3.4,9.4,30,13,17,70,1023.4,1020.9,6,6,16.3,23.3,No
27/05/2014,Sydney,16,24,0,2.6,3,48,11,26,57,1018,1010.8,7,7,19.4,23.8,No
28/05/2014,Sydney,17.1,24.1,0,5.6,9.6,48,22,26,43,1013.8,1013.5,1,1,19.3,23.2,No
29/05/2014,Sydney,12.8,21.3,0,5.4,7.7,35,20,22,60,1023.1,1022.1,2,5,15.3,19.7,No
30/05/2014,Sydney,14.5,21.4,0,4.4,5.2,33,19,17,65,1026.8,1024.5,6,3,15.9,20.7,No
31/05/2014,Sydney,14.3,20.7,2.4,1,7.5,31,15,17,74,1026.9,1022.8,5,4,15.2,20,Yes
1/06/2014,Sydney,14.8,20.7,11.2,5,0.4,46,7,26,79,1020.5,1018,7,8,17,17.8,Yes
2/06/2014,Sydney,12.4,22.3,1,2,5.9,30,11,9,70,1017.2,1014.9,7,3,14.5,19.9,No
3/06/2014,Sydney,10.5,20.3,0,1.8,9.9,39,9,17,56,1018.4,1016.2,1,1,13.2,19.5,No
4/06/2014,Sydney,11.2,22.3,0,3.6,9.6,33,24,13,61,1024.1,1022.9,1,3,13.6,22,No
5/06/2014,Sydney,13.6,19.8,8.6,4,0.4,30,19,11,86,1025.7,1024.1,8,7,15.3,18,Yes
6/06/2014,Sydney,14.5,15.5,13.2,7.2,0.5,48,22,17,86,1026.3,1024.8,7,7,15.3,14.9,Yes
7/06/2014,Sydney,10.1,19.4,6.8,2.4,7.8,39,26,19,64,1027.2,1025,2,6,12.2,17.8,Yes
8/06/2014,Sydney,10.5,17.7,0,3.6,6.3,46,17,24,62,1026.9,1025.8,3,7,11.9,16,No
9/06/2014,Sydney,8.6,18.4,2.2,2.6,5.1,46,22,17,72,1028.4,1027.3,1,7,10.4,16.9,Yes
10/06/2014,Sydney,10.4,19.2,13.8,2,3.6,31,20,19,70,1030.5,1027.4,7,1,13,18.8,Yes
11/06/2014,Sydney,10.4,19.6,5.6,2.2,5.6,24,19,9,74,1026.6,1022.8,6,6,11.9,17.7,Yes
12/06/2014,Sydney,11.1,20.4,0,1,5.8,30,15,9,69,1022,1018.9,7,6,12.1,19.5,No
13/06/2014,Sydney,10.7,20.9,0,2.4,3.3,28,15,15,67,1019.4,1015,7,7,11.8,20.4,No
14/06/2014,Sydney,11.8,19.9,5,2.4,3.9,31,17,19,71,1012.1,1009.2,8,2,14.3,19.2,Yes
15/06/2014,Sydney,10.3,17.2,0.2,2.6,1.2,54,13,22,57,1008.9,1008.3,7,7,13,16.9,No
16/06/2014,Sydney,9.3,19.5,0.4,0.8,9.7,44,15,11,57,1020.8,1018.4,1,1,11.3,19.4,No
17/06/2014,Sydney,10,19.8,0,4.4,9.1,43,20,19,55,1023.4,1024,1,5,13.5,17.8,No
18/06/2014,Sydney,11.4,20.4,0,1.8,9.4,35,22,11,59,1030.1,1027.9,1,1,12.5,18.7,No
19/06/2014,Sydney,10.6,21.5,0,1.8,8.5,24,15,13,69,1027.8,1022.9,3,3,12,19.8,No
20/06/2014,Sydney,12,21.3,0,4.6,6.3,28,6,6,60,1019.9,1015.9,2,6,15.5,19.6,No
21/06/2014,Sydney,10.5,21.9,0,2.4,9.5,30,22,11,55,1020.4,1018.5,1,1,11.8,21.4,No
22/06/2014,Sydney,11.1,19.7,0,3.4,4.4,26,15,4,64,1023,1020,7,1,11.9,19.6,No
23/06/2014,Sydney,10,16.6,0,0.6,1.8,37,15,22,67,1014.9,1008.6,7,7,13.5,15.8,No
24/06/2014,Sydney,11.5,16.7,0,6.2,9.7,81,28,33,41,1007.1,1003.4,1,1,12.1,16.1,No
25/06/2014,Sydney,11.1,18.1,0,4,9.7,76,31,39,40,1012.2,1012.8,1,1,14.8,17.7,No
26/06/2014,Sydney,10.7,22.2,0,4.8,9.8,41,17,15,39,1018.8,1017.9,1,5,15.1,21.1,No
27/06/2014,Sydney,10.4,21.2,0,4,8.1,30,11,9,54,1021,1015.1,7,7,12.1,20.4,No
28/06/2014,Sydney,12,22.8,0,5,6.9,96,28,20,35,1007.2,999.9,7,2,15.8,20.3,No
29/06/2014,Sydney,10,16.4,0,7,9.6,69,28,28,41,1004.5,1004.8,1,3,12.1,15.5,No
30/06/2014,Sydney,9.4,16.1,0,3.8,9.4,50,24,22,41,1015.1,1015.7,1,1,11.4,16,No
1/07/2014,Sydney,8.9,19.1,0,3,9.3,33,20,7,50,1025,1024,1,1,10.1,18.3,No
2/07/2014,Sydney,7.4,20.2,0,3.8,9.6,37,28,13,52,1027.6,1025.2,1,1,9.6,19.2,No
3/07/2014,Sydney,6.7,18.3,0,1.2,9.6,28,19,13,63,1027.3,1023.3,1,1,9.1,17.2,No
4/07/2014,Sydney,6.7,20.4,0,2.4,9.9,30,9,7,52,1021.3,1016.6,0,1,9.3,19.6,No
5/07/2014,Sydney,8.2,18,0,3.6,9.6,48,17,28,48,1016.2,1012,1,1,10.1,17.3,No
6/07/2014,Sydney,8.2,18.1,0,4,9.9,43,17,24,48,1013.6,1010.8,1,1,11.6,16.2,No
7/07/2014,Sydney,8.3,19.5,0,3,9.2,43,17,19,47,1014.4,1011.9,1,2,10.7,18.8,No
8/07/2014,Sydney,7.9,18.7,0,3.8,9.7,33,20,6,59,1016.6,1012.2,1,1,9,16.2,No
9/07/2014,Sydney,6.6,21.3,0,2.6,9.4,67,11,22,36,1007.6,999.6,0,1,11.9,20.7,No
10/07/2014,Sydney,8.8,17.3,0.2,5.8,9.8,61,15,37,42,1005.8,1005.1,1,2,11.9,16.8,No
11/07/2014,Sydney,9,18.5,0,4,9.9,35,17,19,45,1017.4,1016,1,0,11.8,18.2,No
12/07/2014,Sydney,6.4,18.5,0.2,3.4,9.5,44,11,26,49,1019.6,1017.1,0,1,8.9,17.7,No
13/07/2014,Sydney,6.5,16.3,0,3.6,9.6,46,28,24,51,1027.4,1027.3,1,3,8.2,15.1,No
14/07/2014,Sydney,6.6,17.9,0,3.2,5.1,35,17,19,63,1032,1029,6,6,9.2,15.7,No
15/07/2014,Sydney,9.2,15.6,1.6,0.4,0,22,13,2,81,1025.8,1021.3,7,8,11.5,15.3,Yes
16/07/2014,Sydney,11.4,18.5,1.8,1.2,3.9,41,4,20,69,1013.7,1010.7,8,2,13.2,17.9,Yes
17/07/2014,Sydney,9.5,19.9,0,2,9.4,56,20,26,45,1012.6,1008.6,1,3,13.1,19.1,No
18/07/2014,Sydney,8.6,15.9,0,4,7.9,63,28,39,41,1011.2,1011.1,2,4,9.6,14.1,No
19/07/2014,Sydney,8.5,14.9,0,4.6,3.2,70,26,24,54,1021.2,1021.4,6,6,10.1,13.6,No
20/07/2014,Sydney,9.8,15.3,0.2,4,1.1,54,20,22,63,1025.7,1024.9,7,7,11.2,15.2,No
21/07/2014,Sydney,8.9,18.3,0,2,7.5,31,22,17,67,1026.9,1023.3,7,7,9.9,15.7,No
22/07/2014,Sydney,8.7,19,0,1.4,9.6,24,22,11,70,1024.6,1022.3,2,2,10.8,16.5,No
23/07/2014,Sydney,8.9,18.9,0,3.2,6.7,22,17,13,72,1025.5,1021.6,3,5,10.7,17.1,No
24/07/2014,Sydney,8.5,19.8,0,0.6,2.4,20,11,9,66,1022.5,1019.2,5,7,10.9,19.7,No
25/07/2014,Sydney,9.6,18.8,0,2.8,2.6,52,9,15,71,1023,1019.9,7,7,11.5,18.3,No
26/07/2014,Sydney,11.3,18.7,8.2,2,4.2,43,22,24,66,1024.9,1020.4,8,3,13,17.2,Yes
27/07/2014,Sydney,9.4,21,4.2,1.8,10.2,31,20,15,52,1024.6,1021.5,1,1,11.9,18.7,Yes
28/07/2014,Sydney,8.8,18.5,0,3.2,6.7,46,15,15,52,1021.3,1018.1,7,6,11.9,17.4,No
29/07/2014,Sydney,11.8,23.3,0,4,5.1,44,22,20,38,1018,1013.2,7,1,14.9,22.9,No
30/07/2014,Sydney,13,24,0,6.2,10.2,41,13,22,38,1018,1014.5,6,1,17.3,23.3,No
31/07/2014,Sydney,13.9,25,0,6.6,10.1,61,24,35,31,1014.2,1007.3,1,0,17.7,24.5,No
1/08/2014,Sydney,15.9,18.2,0,8.4,10,72,22,28,32,1007.2,1008.7,1,1,16.8,16.7,No
2/08/2014,Sydney,7.2,16.1,0,6.4,10,46,28,28,41,1024.6,1026.8,1,1,9.6,15,No
3/08/2014,Sydney,5.5,17.6,0,3.8,9.5,28,20,15,53,1034.1,1032.2,1,1,8.4,16.5,No
4/08/2014,Sydney,6.4,17.2,0,2.6,10.1,26,17,20,64,1034.4,1030.4,3,4,9.9,16,No
5/08/2014,Sydney,7.9,20.6,0,1.6,10.2,33,17,17,58,1032,1030.1,0,1,10,17.5,No
6/08/2014,Sydney,6.5,22.4,0,2.6,10.1,35,20,11,54,1032.6,1026.2,1,1,9.7,20.1,No
7/08/2014,Sydney,9.6,20.4,0,4.6,6.8,41,28,13,45,1029.6,1027.5,6,1,11.4,18.8,No
8/08/2014,Sydney,9.1,18.1,0,2.6,4,24,17,15,70,1032.1,1029.6,7,3,10.9,16.9,No
9/08/2014,Sydney,8.9,19.2,0,1.8,6.8,26,13,15,78,1029.9,1024.7,8,3,10.2,18.6,No
10/08/2014,Sydney,9.9,23.2,0,3,3.5,31,9,9,37,1022.4,1017.6,6,1,12.7,22.7,No
11/08/2014,Sydney,8.1,14.4,0,3.4,4.5,48,15,24,54,1025.4,1025.1,7,5,10.3,13.7,No
12/08/2014,Sydney,6.3,15.4,21.4,5.6,3.9,44,17,11,81,1030,1028.2,7,7,8.9,12.3,Yes
13/08/2014,Sydney,7.9,17,19.4,3.6,10.1,37,19,20,62,1033.3,1031.9,2,2,10.5,16.2,Yes
14/08/2014,Sydney,6.4,19.3,0.2,2.8,10.3,30,20,22,57,1035,1032.5,1,2,9.5,18.1,No
15/08/2014,Sydney,7.9,19,0,3.4,9.3,28,17,17,67,1031.6,1026.5,1,1,10.5,17.8,No
16/08/2014,Sydney,8.7,16.8,0,1.2,0.3,26,13,13,78,1023.8,1019,7,7,10.3,16.4,No
17/08/2014,Sydney,10.3,17.5,28.6,NA,2.2,46,28,22,82,1010.3,1004.2,8,7,14.4,17,Yes
18/08/2014,Sydney,11,15.7,21.8,NA,0,63,31,28,92,1001.8,1005,8,8,13.8,13.3,Yes
19/08/2014,Sydney,12.8,17.7,38.4,4.4,3,78,28,26,75,1015.3,1016.6,7,7,15.5,14.5,Yes
20/08/2014,Sydney,9.5,17.1,8.2,4.6,5,44,22,22,61,1024.7,1024.5,7,6,12.5,15.7,Yes
21/08/2014,Sydney,9.4,18.1,10.8,2,7.1,43,19,22,76,1029.2,1027,7,3,11.7,17.1,Yes
22/08/2014,Sydney,11.2,19.6,10.2,2.4,10.1,28,17,17,75,1031.8,1029,6,3,13.2,18.5,Yes
23/08/2014,Sydney,9.9,19.3,3.2,3.2,2.9,31,4,20,89,1031.6,1029.3,5,7,11.8,14.8,Yes
24/08/2014,Sydney,11.1,19.4,3.8,0.2,7.3,22,17,11,76,1029.7,1026.4,4,2,13,18.4,Yes
25/08/2014,Sydney,10.5,19.3,0,3.2,8.9,44,13,19,71,1025.7,1022.4,0,2,13.7,18.8,No
26/08/2014,Sydney,11.6,15.6,12.6,4.6,0,52,2,9,90,1024.3,1022.7,8,7,13.6,14.9,Yes
27/08/2014,Sydney,13.4,19.8,13.2,3.2,5.3,56,19,28,67,1025.3,1023.9,7,5,15.3,18.7,Yes
28/08/2014,Sydney,12.3,19.7,15.2,6.6,8.8,48,20,26,66,1026.8,1025.9,2,4,15.3,17.8,Yes
29/08/2014,Sydney,9.4,18,2,3.8,5.4,50,17,24,75,1026.7,1024,7,4,12.1,15.8,Yes
30/08/2014,Sydney,12,16.1,3.2,3.8,2.7,52,20,22,87,1023.9,1021.7,8,7,12.5,14.9,Yes
31/08/2014,Sydney,11.7,20.8,3,1,9.5,37,20,15,61,1021.1,1017.2,1,1,14.8,20.5,Yes
1/09/2014,Sydney,10.7,23.6,0,3.2,8.7,31,13,13,64,1016.9,1010.9,4,7,14.6,20.7,No
2/09/2014,Sydney,14.1,18.4,0.2,5.2,1.5,59,7,22,63,1009.1,1007.9,5,7,15.8,13.7,No
3/09/2014,Sydney,8.9,16.7,5,4.2,7.7,76,28,30,49,1013.3,1012.3,6,5,13.1,16.2,Yes
4/09/2014,Sydney,9.8,17.6,0.2,3,8.3,61,24,31,53,1015.9,1015.1,3,6,13.4,14.7,No
5/09/2014,Sydney,8.8,18.2,4.4,3.6,8.7,52,17,26,65,1021.8,1021.7,3,2,13.2,16.7,Yes
6/09/2014,Sydney,10.3,19.1,11,3.2,2.3,43,7,24,83,1029.7,1028.5,7,7,12.3,15.7,Yes
7/09/2014,Sydney,11.2,19,18.4,3.6,6.9,31,15,17,78,1032,1028.2,7,2,12.5,17.7,Yes
8/09/2014,Sydney,10.9,19.5,1,2.4,10.5,35,17,24,77,1029.5,1024.2,1,2,12.2,18.2,No
9/09/2014,Sydney,12.2,23.1,0,5,10.3,41,17,22,56,1019.4,1012.8,1,4,19.3,20.6,No
10/09/2014,Sydney,14,24.4,5,6.8,8.3,59,9,28,56,1008.2,1008.9,7,3,14.8,23.2,Yes
11/09/2014,Sydney,12.1,25.8,0.2,5.2,10.9,50,13,17,34,1016.7,1013.7,1,1,18.1,23.7,No
12/09/2014,Sydney,13.9,18.4,0.2,6.8,1.8,41,13,15,60,1025.7,1024.1,7,4,14.7,16.9,No
13/09/2014,Sydney,12.9,17.6,0.8,2.4,3.8,28,9,17,76,1026.9,1023.5,7,4,14.4,16.8,No
14/09/2014,Sydney,12.9,22.6,0.4,2.8,9.5,35,11,17,68,1020.6,1016,0,1,17.3,20.5,No
15/09/2014,Sydney,13.1,20.1,0,3.8,10.1,30,11,22,62,1018.6,1015.1,1,5,17.7,19.2,No
16/09/2014,Sydney,15.2,21.7,0,4.8,5.1,NA,28,4,71,1009.9,1005.5,6,3,18.6,20.6,No
17/09/2014,Sydney,13.3,22.2,NA,5.2,10.7,61,35,30,31,1012.2,1010.1,6,3,17.7,20.9,NA
18/09/2014,Sydney,12.2,20.5,0,7,10.8,44,28,24,32,1018.6,1017.1,1,3,15.6,18.4,No
19/09/2014,Sydney,9.2,22.2,0,5.4,9.7,31,19,26,42,1022.3,1018.5,7,7,14.7,18.2,No
20/09/2014,Sydney,9.1,20.3,0,4.2,11,41,13,22,46,1024.5,1023.7,1,1,15.4,19.4,No
21/09/2014,Sydney,10.9,20.9,1,3.6,8,30,15,15,60,1030.5,1027.3,6,2,15.4,18.3,No
22/09/2014,Sydney,12.3,20.2,0.2,4.8,10.6,26,6,17,53,1032.1,1028.9,4,1,16.9,18.9,No
23/09/2014,Sydney,10.9,21.2,0,4,10.9,37,11,20,56,1030.2,1026.2,0,0,17.2,19.6,No
24/09/2014,Sydney,11.7,22.2,0,5.4,10.7,37,6,17,66,1022.7,1016.6,0,3,18.5,20.8,No
25/09/2014,Sydney,17.4,24.6,0,6.2,1.2,61,6,17,63,1011.9,1009.8,7,7,20,20.2,No
26/09/2014,Sydney,14.3,21.7,2,3,8.3,41,22,19,55,1017.9,1015.9,5,5,18.8,20.1,Yes
27/09/2014,Sydney,13,22.8,0.2,5,11.1,35,15,20,49,1021.1,1019.3,5,1,18.8,20.2,No
28/09/2014,Sydney,11.6,25.4,0.2,5.4,11.2,50,19,24,52,1021.9,1016.2,0,0,20.4,21.2,No
29/09/2014,Sydney,16.5,32.9,0,8,10.6,37,17,15,23,1014.6,1011.2,2,0,25.2,32.3,No
30/09/2014,Sydney,16.6,33.5,0,8,6.8,52,2,26,29,1013.7,1007.2,4,5,23.7,32.7,No
1/10/2014,Sydney,15.6,22.1,0,12,11.3,61,28,24,24,1017.7,1018.5,1,1,18.2,19.6,No
2/10/2014,Sydney,10.4,24.9,0,7.2,11.1,30,11,13,45,1022.1,1017.2,1,0,17.6,21.3,No
3/10/2014,Sydney,12.8,21.1,0,5.8,6.3,31,6,17,61,1021.1,1019.6,4,7,19,19.1,No
4/10/2014,Sydney,16.4,21.9,0,3,8.5,39,19,24,71,1020.2,1015.5,7,1,19.2,21.5,No
5/10/2014,Sydney,14,33.8,0,4.4,10.6,63,11,17,44,1016,1012.9,1,1,18.4,30.8,No
6/10/2014,Sydney,17.3,26,0,8.8,8.3,46,9,19,66,1019.2,1012.4,7,2,19.7,21.8,No
7/10/2014,Sydney,19.7,27.9,0,8,7.7,61,28,20,37,1007.8,1008.3,7,1,24.1,25.2,No
8/10/2014,Sydney,15.1,21.1,5.4,4.6,3.7,35,20,19,67,1018.7,1018,7,2,16.7,18.8,Yes
9/10/2014,Sydney,14.4,21.2,0,4.8,8.5,37,7,22,55,1023.2,1020.2,1,1,18.6,21,No
10/10/2014,Sydney,14,22.8,0.2,4.8,7.9,35,13,22,56,1019.5,1015.5,6,6,20.2,21.9,No
11/10/2014,Sydney,14.4,26.8,0,5.4,11.1,41,13,19,61,1016.8,1014.2,1,1,19.9,23.6,No
12/10/2014,Sydney,17,24.7,0,7.8,11.2,52,9,26,64,1017.5,1013.4,0,1,20.3,23.3,No
13/10/2014,Sydney,17.9,26.2,0,8.8,5,57,11,13,65,1007.6,1005.7,7,8,22.5,21.5,No
14/10/2014,Sydney,13.2,17.6,9.4,5.8,3,76,26,20,46,1008.5,1008.5,6,7,14.9,17.1,Yes
15/10/2014,Sydney,10.6,16,70.8,NA,0.1,78,28,26,66,1011.7,1013.4,8,7,11.6,15.1,Yes
16/10/2014,Sydney,9,23.4,0.2,4,11.7,30,11,24,52,1018.4,1015.8,2,6,14.3,20.1,No
17/10/2014,Sydney,12.2,20.8,0,4,8.8,50,20,31,60,1024.6,1024.9,7,3,15.2,19.9,No
18/10/2014,Sydney,12.9,20.4,0,7.6,6.2,26,15,17,56,1029.8,1027.4,7,1,15.3,19.6,No
19/10/2014,Sydney,12.4,23.9,0,2.6,12,41,9,19,53,1027.5,1022.6,1,1,18.6,23.1,No
20/10/2014,Sydney,15.8,20.8,0,10.6,4,69,33,22,67,1028.7,1029.8,7,8,19.8,17,No
21/10/2014,Sydney,15,18.7,0.4,2.6,0,31,19,19,50,1032.5,1030.7,8,7,17.4,18.5,No
22/10/2014,Sydney,15,21.3,0,5,9.2,46,4,28,54,1027.1,1022,7,1,17.8,20.4,No
23/10/2014,Sydney,14.5,28,0,6,10.7,28,6,20,60,1018,1015.9,3,2,19.7,25.1,No
24/10/2014,Sydney,18.6,26.4,0,5.8,7.1,48,13,30,74,1020.1,1014.9,6,5,22,23.1,No
25/10/2014,Sydney,18.5,29.9,0.2,6,8.4,39,19,19,70,1015.3,1013.6,1,6,21,25.9,No
26/10/2014,Sydney,18.5,32.5,0,5,11.2,44,11,24,60,1010.2,1007.9,0,5,23.5,25.8,No
27/10/2014,Sydney,19.4,31.6,0,6.6,8.9,70,13,41,43,1007.8,1002.7,5,7,23.2,29.6,No
28/10/2014,Sydney,15.9,28.9,0,7.8,10.4,43,17,22,27,1012.2,1008.3,2,1,21.7,28,No
29/10/2014,Sydney,16.6,24.6,0,7.2,11.4,37,7,26,49,1017.2,1015.8,1,2,22.6,21.8,No
30/10/2014,Sydney,15.5,30.8,0,5.8,12.6,28,13,17,47,1015.6,1011.6,2,3,21.1,28.4,No
31/10/2014,Sydney,16.3,30.2,0,9.2,11.7,41,13,13,49,1013.4,1008.2,1,6,22.4,26.3,No
1/11/2014,Sydney,21.3,36.5,NA,10,10.6,NA,28,24,33,1003.9,998.2,1,6,29.1,32.4,NA
2/11/2014,Sydney,13.7,23.5,2.4,15,12.9,56,28,22,25,1017.9,1017.9,1,1,16.8,21.8,Yes
3/11/2014,Sydney,13.8,21.5,0.2,7.8,6.8,37,11,26,55,1025.4,1023.7,3,4,17,19.5,No
4/11/2014,Sydney,16.1,21.8,0,6.6,8.8,46,13,31,62,1024,1019.4,7,2,20.4,21,No
5/11/2014,Sydney,17.7,23.5,0,6,3.8,67,15,30,71,1017.1,1012.6,7,7,20.7,21,No
6/11/2014,Sydney,15.5,23.2,2,5.6,9.5,50,24,28,61,1014.8,1013.9,6,6,20.1,20.9,Yes
7/11/2014,Sydney,16.5,22.1,0,6.2,11.9,30,9,22,55,1019.4,1019.5,4,5,20.6,21.8,No
8/11/2014,Sydney,14.4,23.1,0,6.4,12.3,41,9,22,61,1022.4,1018.9,2,0,21.4,21.9,No
9/11/2014,Sydney,16.5,26.2,0,6.8,10.9,54,22,24,57,1018.8,1017.6,1,6,23.1,25.2,No
10/11/2014,Sydney,18.7,23.6,0,8,3.2,37,13,20,67,1018.2,1016.8,8,6,20.7,22.2,No
11/11/2014,Sydney,16.6,23.2,0,4.2,5.1,35,7,20,59,1020.1,1019.6,6,8,21.3,19,No
12/11/2014,Sydney,16.4,22.2,0,4.6,6.1,33,6,20,59,1019.7,1016,6,1,18.8,21.6,No
13/11/2014,Sydney,18.5,23.5,0,6.8,6.6,39,15,22,66,1019.2,1015.7,7,7,20,22.1,No
14/11/2014,Sydney,17.7,32.2,0,4.8,11.2,72,2,13,54,1011.8,1006.7,3,7,23.3,31.7,No
15/11/2014,Sydney,18.9,24.1,0,12.8,2.3,39,7,24,55,1009.9,1010,8,8,20.1,22.6,No
16/11/2014,Sydney,18.1,28.5,5.6,5,7.3,74,22,44,57,1005.6,1001.5,8,2,18.2,28.1,Yes
17/11/2014,Sydney,15.2,25.5,0.4,7,12.6,35,15,24,43,1013.8,1011.8,2,3,21.3,22.9,No
18/11/2014,Sydney,18.6,26.7,0,8,11.7,43,20,24,53,1016.7,1016.4,3,1,22.3,25.2,No
19/11/2014,Sydney,18.1,24.9,0,8,10.1,41,11,28,62,1021.8,1018.6,7,5,21.9,22.7,No
20/11/2014,Sydney,18.8,31.1,0,6.8,10.6,41,6,24,57,1014.3,1008.7,7,6,24.8,26,No
21/11/2014,Sydney,22.1,33.9,0,8.4,11,63,7,22,41,1007.4,1004.6,2,2,31,30.3,No
22/11/2014,Sydney,19.1,26.3,0,10,9.3,37,9,19,55,1015.9,1011.5,4,7,23.6,23.4,No
23/11/2014,Sydney,19.6,30.1,0,6,10.6,44,4,22,58,1011.5,1007.4,3,3,24.9,28.9,No
24/11/2014,Sydney,21.1,30.2,0,7.2,6.4,33,6,28,74,1015,1007.4,6,6,23.5,23.6,No
25/11/2014,Sydney,21.8,24.7,5,6.6,5.6,52,13,24,61,1013,1016.4,7,5,24,21.6,Yes
26/11/2014,Sydney,19.3,23.3,0,7.4,7.3,41,17,26,62,1019.7,1016.6,6,7,21.5,21.9,No
27/11/2014,Sydney,18.9,20.9,0.4,7.6,0,43,26,20,66,1022,1022.4,6,7,19.8,20.3,No
28/11/2014,Sydney,NA,23.3,NA,3.4,11.9,37,13,19,46,NA,1021.3,3,2,NA,22.3,NA
29/11/2014,Sydney,16.6,25.3,NA,7.4,11.8,43,7,28,64,1019.7,1015.1,2,4,20.9,24.3,NA
30/11/2014,Sydney,19.1,26.8,0,8,8.4,44,11,26,64,1014.2,1011.2,2,4,23.8,24.6,No
1/12/2014,Sydney,19.6,26.8,3.2,9.8,8,46,6,20,64,1011,1007.9,6,7,25.1,23.6,Yes
2/12/2014,Sydney,19,28.9,8.2,8.6,10.7,61,15,20,64,1011.9,1008.8,6,2,23.7,27.8,Yes
3/12/2014,Sydney,21.6,29.3,1,8.4,7.6,59,4,17,62,1013.2,1009.4,4,7,26.2,28.4,No
4/12/2014,Sydney,20,26.9,23.8,8,0,61,9,22,77,1012.5,1009.4,7,7,22.7,25.3,Yes
5/12/2014,Sydney,19.6,27.2,6.2,11,6.9,52,9,17,62,1008.3,1005.6,7,5,24.3,26.3,Yes
6/12/2014,Sydney,20.5,26.7,1.8,5.6,6.6,30,17,17,66,1007.7,1004.1,6,7,23.4,25.5,Yes
