Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity_Avg,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,RainToday
1/06/2014,SydneyAirport,14.9,21.7,23.8,5,0.4,48,17,28,84,1020.3,1017.8,7,8,Yes
2/06/2014,SydneyAirport,12.3,22.5,0.8,2,5.9,35,13,13,61,1017.1,1014.7,7,3,No
3/06/2014,SydneyAirport,10.5,20.8,0,1.8,9.9,54,13,28,48,1018.3,1016.2,1,1,No
4/06/2014,SydneyAirport,10.9,21,0,3.6,9.6,33,17,17,64,1023.9,1022.8,1,3,No
5/06/2014,SydneyAirport,14.9,17.6,28.4,4,0.4,39,17,17,94,1025.6,1023.9,8,7,Yes
6/06/2014,SydneyAirport,14.6,16.4,38.2,7.2,0.5,56,33,41,81,1026.1,1024.5,7,7,Yes
7/06/2014,SydneyAirport,10.1,17.5,1.4,2.4,7.8,50,19,26,63,1027.1,1024.9,2,6,Yes
8/06/2014,SydneyAirport,10,16.6,0,3.6,6.3,54,24,33,60,1026.9,1025.7,3,7,No
9/06/2014,SydneyAirport,8,18.5,1.6,2.6,5.1,54,11,24,72,1028.2,1027.2,1,7,Yes
10/06/2014,SydneyAirport,12.5,18.5,9.2,2,3.6,48,20,20,69,1030.7,1027.4,7,1,Yes
11/06/2014,SydneyAirport,10.2,18.9,2.6,2.2,5.6,35,11,15,77,1026.5,1022.7,6,6,Yes
12/06/2014,SydneyAirport,11.1,20.9,0,1,5.8,26,13,13,57,1021.8,1018.7,7,6,No
13/06/2014,SydneyAirport,10.5,21.3,0,2.4,3.3,24,13,11,58,1019.3,1014.8,7,7,No
14/06/2014,SydneyAirport,13,20.6,3.8,2.4,3.9,37,17,17,70,1012.1,1009,8,2,Yes
15/06/2014,SydneyAirport,10.2,17,0.2,2.6,1.2,56,20,35,54,1008.9,1008.4,7,7,No
16/06/2014,SydneyAirport,9.4,20.5,0.4,0.8,9.7,44,17,19,44,1020.7,1018.2,1,1,No
17/06/2014,SydneyAirport,8.9,18.3,0,4.4,9.1,48,20,30,52,1023.4,1023.9,1,5,No
18/06/2014,SydneyAirport,12,17.9,0,1.8,9.4,39,15,15,61,1030,1028,1,1,No
19/06/2014,SydneyAirport,9.8,21.2,0,1.8,8.5,28,17,20,61,1027.7,1022.8,3,3,No
20/06/2014,SydneyAirport,11.5,22.3,0,4.6,6.3,33,7,11,55,1019.7,1015.9,2,6,No
21/06/2014,SydneyAirport,10.2,20.3,0,2.4,9.5,33,15,17,49,1020.3,1018.4,1,1,No
22/06/2014,SydneyAirport,10.6,18.5,0,3.4,4.4,35,13,9,64,1022.7,1020,7,1,No
23/06/2014,SydneyAirport,9.1,18,0,0.6,1.8,52,13,28,59,1014.8,1008,7,7,No
24/06/2014,SydneyAirport,11.6,17.5,0,6.2,9.7,81,44,48,33,1006.9,1003.8,1,1,No
25/06/2014,SydneyAirport,10.2,18.7,0,4,9.7,85,22,61,34,1012.4,1012.6,1,1,No
26/06/2014,SydneyAirport,9.5,22,0,4.8,9.8,44,22,19,33,1018.7,1017.9,1,5,No
27/06/2014,SydneyAirport,8.9,21,0,4,8.1,33,11,15,47,1020.9,1015,7,7,No
28/06/2014,SydneyAirport,11.3,23.2,0,5,6.9,94,31,43,25,1006.9,999.7,7,2,No
29/06/2014,SydneyAirport,10.5,17.4,0,7,9.6,61,35,39,31,1004.4,1004.5,1,3,No
30/06/2014,SydneyAirport,9.7,16.6,0,3.8,9.4,50,24,26,38,1015.3,1015.9,1,1,No
1/07/2014,SydneyAirport,8.4,18.1,0,3,9.3,43,22,13,48,1024.8,1024,1,1,No
2/07/2014,SydneyAirport,8,18,0,3.8,9.6,37,22,17,49,1027.3,1025.1,1,1,No
3/07/2014,SydneyAirport,6.9,17.9,0,1.2,9.6,24,17,13,56,1027.2,1023.1,1,1,No
4/07/2014,SydneyAirport,7.1,22.2,0,2.4,9.9,28,19,13,36,1021.3,1016.3,0,1,No
5/07/2014,SydneyAirport,8.3,18.2,0,3.6,9.6,57,17,33,38,1015.9,1012.2,1,1,No
6/07/2014,SydneyAirport,7.8,18,0,4,9.9,50,19,31,34,1013.7,1010.8,1,1,No
7/07/2014,SydneyAirport,7.5,19.1,0,3,9.2,44,22,28,45,1014.3,1012,1,2,No
8/07/2014,SydneyAirport,8.5,18.8,0,3.8,9.7,37,19,11,45,1016.4,1012,1,1,No
9/07/2014,SydneyAirport,5.7,21.7,0,2.6,9.4,81,11,28,33,1007.5,999.3,0,1,No
10/07/2014,SydneyAirport,8.6,17.7,1.2,5.8,9.8,74,28,54,36,1005.6,1005,1,2,Yes
11/07/2014,SydneyAirport,9.5,19.1,0,4,9.9,52,33,22,38,1017.2,1016,1,0,No
12/07/2014,SydneyAirport,5.8,18.5,0,3.4,9.5,61,28,37,39,1019.3,1017,0,1,No
13/07/2014,SydneyAirport,6.2,14.1,0,3.6,9.6,46,17,30,53,1027.3,1027.4,1,3,No
14/07/2014,SydneyAirport,5.8,16,0,3.2,5.1,37,13,24,62,1031.8,1029.1,6,6,No
15/07/2014,SydneyAirport,10.9,16.9,1.2,0.4,0,26,11,7,75,1025.7,1021.2,7,8,Yes
16/07/2014,SydneyAirport,11.2,19.4,1.6,1.2,3.9,39,13,22,70,1013.8,1010.7,8,2,Yes
17/07/2014,SydneyAirport,9.4,20.5,0.2,2,9.4,59,20,41,35,1012.4,1008.4,1,3,No
18/07/2014,SydneyAirport,8.4,15.8,0,4,7.9,65,41,44,36,1011.4,1011.4,2,4,No
19/07/2014,SydneyAirport,7.7,14.3,0,4.6,3.2,70,26,41,57,1021.1,1021.4,6,6,No
20/07/2014,SydneyAirport,9.8,14.8,0,4,1.1,54,35,31,69,1025.5,1024.9,7,7,No
21/07/2014,SydneyAirport,8.6,17,0,2,7.5,33,13,22,64,1026.7,1023.2,7,7,No
22/07/2014,SydneyAirport,9.1,16.9,0,1.4,9.6,28,17,15,71,1024.4,1022.3,2,2,No
23/07/2014,SydneyAirport,9.1,17.2,0.2,3.2,6.7,22,13,13,64,1025.4,1021.5,3,5,No
24/07/2014,SydneyAirport,8,19.8,0,0.6,2.4,24,9,15,56,1022.3,1018.8,5,7,No
25/07/2014,SydneyAirport,9.3,20.5,0,2.8,2.6,41,13,20,67,1023,1019.4,7,7,No
26/07/2014,SydneyAirport,10.5,19.6,5.6,2,4.2,31,11,13,72,1024.5,1020.4,8,3,Yes
27/07/2014,SydneyAirport,8.9,18.4,2,1.8,10.2,37,24,13,53,1024.3,1021.5,1,1,Yes
28/07/2014,SydneyAirport,8.7,19.4,0,3.2,6.7,44,15,20,43,1021.3,1017.8,7,6,No
29/07/2014,SydneyAirport,12.5,23.9,0,4,5.1,44,28,26,30,1017.7,1012.5,7,1,No
30/07/2014,SydneyAirport,11.7,25.1,0,6.2,10.2,44,6,24,30,1017.8,1014.4,6,1,No
31/07/2014,SydneyAirport,13.4,25.8,0,6.6,10.1,59,30,39,25,1013.8,1006.7,1,0,No
1/08/2014,SydneyAirport,15.6,19.8,0,8.4,10,80,17,39,24,1007.3,1009,1,1,No
2/08/2014,SydneyAirport,7.2,13.8,0,6.4,10,52,35,33,42,1024.7,1026.9,1,1,No
3/08/2014,SydneyAirport,4.9,15.1,0,3.8,9.5,31,15,17,49,1034,1032.3,1,1,No
4/08/2014,SydneyAirport,6.2,18.8,0,2.6,10.1,31,13,24,55,1034.3,1030.5,3,4,No
5/08/2014,SydneyAirport,7.7,18.3,0,1.6,10.2,37,15,24,55,1032.1,1030.2,0,1,No
6/08/2014,SydneyAirport,6.7,21.8,0,2.6,10.1,35,17,15,35,1032.6,1025.9,1,1,No
7/08/2014,SydneyAirport,10.8,17.8,0,4.6,6.8,44,17,20,46,1029.6,1027.6,6,1,No
8/08/2014,SydneyAirport,9.8,16.4,1.6,2.6,4,28,15,17,80,1032.1,1029.7,7,3,Yes
9/08/2014,SydneyAirport,8.4,21.2,0,1.8,6.8,28,13,19,68,1029.8,1024.4,8,3,No
10/08/2014,SydneyAirport,10.1,22.9,0,3,3.5,43,7,15,32,1022.4,1017.5,6,1,No
11/08/2014,SydneyAirport,7.8,13.1,0.8,3.4,4.5,54,20,37,51,1025.4,1025.1,7,5,No
12/08/2014,SydneyAirport,6.5,13.2,28.2,5.6,3.9,52,26,28,80,1029.9,1028.1,7,7,Yes
13/08/2014,SydneyAirport,8.3,14.4,18.2,3.6,10.1,48,31,26,59,1033.1,1031.9,2,2,Yes
14/08/2014,SydneyAirport,6.3,16.5,0,2.8,10.3,35,15,24,57,1034.9,1032.6,1,2,No
15/08/2014,SydneyAirport,7.5,17.6,0,3.4,9.3,31,13,17,62,1031.5,1026.6,1,1,No
16/08/2014,SydneyAirport,7.9,16.8,0,1.2,0.3,31,13,15,71,1023.8,1019.1,7,7,No
17/08/2014,SydneyAirport,10.6,17.4,35.6,NA,2.2,43,24,28,84,1010.6,1004.1,8,7,Yes
18/08/2014,SydneyAirport,11.6,15.6,35.4,NA,0,89,63,52,98,1001.9,1004.9,8,8,Yes
19/08/2014,SydneyAirport,12.8,16,36.8,4.4,3,72,54,41,74,1015.1,1016.7,7,7,Yes
20/08/2014,SydneyAirport,10,15.3,9.2,4.6,5,52,20,33,63,1024.7,1024.3,7,6,Yes
21/08/2014,SydneyAirport,10,17.5,13,2,7.1,48,17,33,84,1029.3,1027.1,7,3,Yes
22/08/2014,SydneyAirport,11.3,16.8,3.2,2.4,10.1,41,7,28,73,1031.7,1029.1,6,3,Yes
23/08/2014,SydneyAirport,10,17.2,6.2,3.2,2.9,39,11,19,94,1031.4,1029.3,5,7,Yes
24/08/2014,SydneyAirport,10.7,19.1,3.8,0.2,7.3,24,9,13,66,1029.6,1026.3,4,2,Yes
25/08/2014,SydneyAirport,10.5,20.1,0,3.2,8.9,39,11,19,68,1025.6,1022.5,0,2,No
26/08/2014,SydneyAirport,12.2,16.4,17.8,4.6,0,56,17,13,90,1024.3,1022.7,8,7,Yes
27/08/2014,SydneyAirport,12.6,17.8,28.8,3.2,5.3,54,37,37,72,1025.1,1023.9,7,5,Yes
28/08/2014,SydneyAirport,12.6,18.7,12.4,6.6,8.8,50,28,31,56,1026.7,1025.9,2,4,Yes
29/08/2014,SydneyAirport,9.6,16,1.8,3.8,5.4,65,19,50,79,1026.6,1024,7,4,Yes
30/08/2014,SydneyAirport,12.1,16.3,2.4,3.8,2.7,61,31,33,88,1023.8,1021.5,8,7,Yes
31/08/2014,SydneyAirport,11.9,19.3,1.2,1,9.5,39,17,19,62,1021,1017.3,1,1,Yes
1/09/2014,SydneyAirport,10.7,25.2,0,3.2,8.7,33,13,20,53,1016.9,1010.5,4,7,No
2/09/2014,SydneyAirport,15,17.8,0,5.2,1.5,59,9,28,63,1009.2,1008,5,7,No
3/09/2014,SydneyAirport,8.7,15.1,5.2,4.2,7.7,83,52,48,49,1013.1,1012.3,6,5,Yes
4/09/2014,SydneyAirport,9,15.2,0,3,8.3,65,44,43,59,1015.7,1015.1,3,6,No
5/09/2014,SydneyAirport,9.2,15.8,4.2,3.6,8.7,50,35,33,70,1021.7,1021.7,3,2,Yes
6/09/2014,SydneyAirport,12.1,17.7,6.8,3.2,2.3,48,22,31,82,1029.8,1028.4,7,7,Yes
7/09/2014,SydneyAirport,11.9,17.2,10.4,3.6,6.9,35,13,28,84,1032,1028.3,7,2,Yes
8/09/2014,SydneyAirport,10.8,20.8,2.6,2.4,10.5,43,9,31,59,1029.4,1024.1,1,2,Yes
9/09/2014,SydneyAirport,12.7,24.2,0,5,10.3,52,24,35,51,1019,1012.4,1,4,No
10/09/2014,SydneyAirport,14.2,23.4,5.8,6.8,8.3,63,15,37,51,1008.2,1009.1,7,3,Yes
11/09/2014,SydneyAirport,11.3,26.5,0,5.2,10.9,59,17,15,29,1016.6,1013.4,1,1,No
12/09/2014,SydneyAirport,14.3,16.8,0,6.8,1.8,52,19,20,59,1025.7,1024.3,7,4,No
13/09/2014,SydneyAirport,13.6,18.7,0,2.4,3.8,33,2,26,71,1026.9,1023.4,7,4,No
14/09/2014,SydneyAirport,12.9,24.2,1.2,2.8,9.5,31,13,20,64,1020.4,1016.1,0,1,Yes
15/09/2014,SydneyAirport,13.3,21.1,0,3.8,10.1,37,9,24,67,1018.5,1015,1,5,No
16/09/2014,SydneyAirport,14.8,23.2,0.4,4.8,5.1,59,37,26,63,1010,1005.3,6,3,No
17/09/2014,SydneyAirport,13,22.4,0,5.2,10.7,59,39,35,27,1012.2,1010.1,6,3,No
18/09/2014,SydneyAirport,10.9,18,0,7,10.8,48,31,28,36,1018.5,1017.3,1,3,No
19/09/2014,SydneyAirport,9,20.9,0,5.4,9.7,31,11,22,41,1022.1,1018.6,7,7,No
20/09/2014,SydneyAirport,8.7,17.9,0,4.2,11,46,13,26,52,1024.6,1023.8,1,1,No
21/09/2014,SydneyAirport,11.3,19.1,0.4,3.6,8,41,24,20,59,1030.4,1027.4,6,2,No
22/09/2014,SydneyAirport,12.5,20.1,0,4.8,10.6,33,6,26,54,1032.2,1028.8,4,1,No
23/09/2014,SydneyAirport,10.7,22.8,0,4,10.9,43,11,30,45,1030.1,1025.9,0,0,No
24/09/2014,SydneyAirport,12,25.7,0,5.4,10.7,43,11,24,55,1022.6,1016.3,0,3,No
25/09/2014,SydneyAirport,17.8,24,0,6.2,1.2,57,7,20,63,1011.7,1009.8,7,7,No
26/09/2014,SydneyAirport,13.9,18.9,4.6,3,8.3,50,33,20,62,1017.9,1016,5,5,Yes
27/09/2014,SydneyAirport,13.3,20.3,0.2,5,11.1,35,19,22,57,1021.2,1019.4,5,1,No
28/09/2014,SydneyAirport,11.3,25.2,0,5.4,11.2,57,20,39,48,1021.7,1015.7,0,0,No
29/09/2014,SydneyAirport,15.3,33.5,0,8,10.6,41,20,20,20,1014.2,1010.7,2,0,No
30/09/2014,SydneyAirport,15.7,34.2,0,8,6.8,61,17,33,25,1013.4,1006.5,4,5,No
1/10/2014,SydneyAirport,14.9,19.9,0,12,11.3,63,37,33,31,1017.8,1018.5,1,1,No
2/10/2014,SydneyAirport,10.3,24.8,0,7.2,11.1,37,17,24,36,1022,1016.6,1,0,No
3/10/2014,SydneyAirport,13.1,21.1,0,5.8,6.3,33,13,19,58,1021.1,1019.6,4,7,No
4/10/2014,SydneyAirport,15.7,24,0,3,8.5,44,28,31,64,1020.1,1015.3,7,1,No
5/10/2014,SydneyAirport,14.6,34.4,0,4.4,10.6,72,15,13,34,1015.9,1012.5,1,1,No
6/10/2014,SydneyAirport,17.2,27,0,8.8,8.3,57,7,28,62,1019.2,1012,7,2,No
7/10/2014,SydneyAirport,18.4,25,0,8,7.7,54,30,28,36,1007.8,1008.3,7,1,No
8/10/2014,SydneyAirport,15,20,4.2,4.6,3.7,43,24,20,67,1018.6,1018.1,7,2,Yes
9/10/2014,SydneyAirport,14.3,22.4,0,4.8,8.5,43,9,28,54,1023.1,1020,1,1,No
10/10/2014,SydneyAirport,14.6,24.7,0,4.8,7.9,46,20,30,48,1019.3,1015.1,6,6,No
11/10/2014,SydneyAirport,14.5,29,0,5.4,11.1,37,17,24,66,1016.6,1013.8,1,1,No
12/10/2014,SydneyAirport,15.7,29.3,0,7.8,11.2,63,13,35,51,1017.4,1013.2,0,1,No
13/10/2014,SydneyAirport,17.5,25.7,0,8.8,5,76,11,28,63,1007.5,1005,7,8,No
14/10/2014,SydneyAirport,13.1,19.2,11.4,5.8,3,107,22,19,45,1008.6,1008.5,6,7,Yes
15/10/2014,SydneyAirport,9.9,16.4,106.8,NA,0.1,102,48,48,67,1011.9,1013.5,8,7,Yes
16/10/2014,SydneyAirport,9.9,22.8,0.4,4,11.7,39,11,28,47,1018.4,1015.6,2,6,No
17/10/2014,SydneyAirport,11.7,18.1,0,4,8.8,54,24,35,76,1024.7,1025,7,3,No
18/10/2014,SydneyAirport,13,20.8,0.2,7.6,6.2,33,9,17,53,1029.8,1027.3,7,1,No
19/10/2014,SydneyAirport,13.1,25.5,0,2.6,12,46,13,33,47,1027.5,1022.2,1,1,No
20/10/2014,SydneyAirport,15.5,19.2,0,10.6,4,80,50,31,69,1028.6,1029.7,7,8,No
21/10/2014,SydneyAirport,15.1,19.8,0,2.6,0,35,19,19,47,1032.6,1030.8,8,7,No
22/10/2014,SydneyAirport,14.5,23.3,0,5,9.2,50,13,35,46,1027.1,1021.7,7,1,No
23/10/2014,SydneyAirport,15.4,27.6,0,6,10.7,28,11,20,53,1017.9,1015.9,3,2,No
24/10/2014,SydneyAirport,18.2,28.1,0.2,5.8,7.1,57,20,35,68,1019.9,1014.3,6,5,No
25/10/2014,SydneyAirport,17.9,25.4,0.2,6,8.4,41,11,31,77,1015.2,1013.9,1,6,No
26/10/2014,SydneyAirport,18,30.9,0.8,5,11.2,50,13,33,74,1010.1,1008.4,0,5,No
27/10/2014,SydneyAirport,19.2,33.2,0,6.6,8.9,83,19,57,41,1007.7,1002.6,5,7,No
28/10/2014,SydneyAirport,16.4,29.5,0,7.8,10.4,50,17,30,20,1012.1,1008.5,2,1,No
29/10/2014,SydneyAirport,16,23.9,0,7.2,11.4,46,13,28,51,1017.3,1015.7,1,2,No
30/10/2014,SydneyAirport,16.2,32.9,0,5.8,12.6,44,13,19,40,1015.5,1011.3,2,3,No
31/10/2014,SydneyAirport,16.7,31.9,0,9.2,11.7,50,9,28,43,1013.3,1007.7,1,6,No
1/11/2014,SydneyAirport,21.9,37,0,10,10.6,76,35,31,34,1003.2,997.9,1,6,No
2/11/2014,SydneyAirport,13.2,22.2,1.2,15,12.9,65,35,28,23,1018,1018.1,1,1,Yes
3/11/2014,SydneyAirport,13.4,22.7,0,7.8,6.8,39,9,28,60,1025.3,1023.9,3,4,No
4/11/2014,SydneyAirport,16.7,24.2,0,6.6,8.8,52,15,35,54,1023.9,1019.1,7,2,No
5/11/2014,SydneyAirport,17.8,26,0,6,3.8,72,17,46,68,1017,1012.8,7,7,No
6/11/2014,SydneyAirport,15.8,21.2,3.8,5.6,9.5,54,37,33,71,1014.8,1014,6,6,Yes
7/11/2014,SydneyAirport,15.8,23.5,0,6.2,11.9,37,11,22,59,1019.5,1019.6,4,5,No
8/11/2014,SydneyAirport,15.2,25.5,0,6.4,12.3,52,11,35,57,1022.3,1018.7,2,0,No
9/11/2014,SydneyAirport,16.6,22.2,0,6.8,10.9,57,28,31,69,1019,1017.7,1,6,No
10/11/2014,SydneyAirport,18.5,23,0,8,3.2,39,17,24,72,1018.4,1016.9,8,6,No
11/11/2014,SydneyAirport,16,22,0,4.2,5.1,39,13,28,64,1020.2,1019.9,6,8,No
12/11/2014,SydneyAirport,16.2,22.6,0,4.6,6.1,39,9,22,59,1019.8,1016.1,6,1,No
13/11/2014,SydneyAirport,18.1,25.2,0,6.8,6.6,48,24,30,60,1019.2,1015.5,7,7,No
14/11/2014,SydneyAirport,18.8,38,0,4.8,11.2,83,19,26,46,1011.8,1006.1,3,7,No
15/11/2014,SydneyAirport,19,22,0,12.8,2.3,48,11,28,66,1009.8,1010,8,8,No
16/11/2014,SydneyAirport,17.6,29,5.8,5,7.3,85,20,57,56,1004.7,1001.5,8,2,Yes
17/11/2014,SydneyAirport,15.2,24.6,0,7,12.6,39,11,30,42,1013.9,1011.9,2,3,No
18/11/2014,SydneyAirport,18.4,23.8,0,8,11.7,48,13,37,68,1016.9,1016.5,3,1,No
19/11/2014,SydneyAirport,17.3,25.6,0,8,10.1,46,13,33,58,1021.8,1018.5,7,5,No
20/11/2014,SydneyAirport,20.2,30.6,0,6.8,10.6,56,13,33,53,1014.1,1008.2,7,6,No
21/11/2014,SydneyAirport,22.1,37,0,8.4,11,63,22,26,61,1007.5,1004.9,2,2,No
22/11/2014,SydneyAirport,19.5,26.1,0,10,9.3,44,13,22,60,1016.1,1011.6,4,7,No
23/11/2014,SydneyAirport,20.3,33,0,6,10.6,57,7,26,53,1011.4,1007.3,3,3,No
24/11/2014,SydneyAirport,21,30,0,7.2,6.4,35,15,28,73,1015.1,1007.2,6,6,No
25/11/2014,SydneyAirport,22.1,24.3,2.8,6.6,5.6,52,31,22,59,1013.1,1016.4,7,5,Yes
26/11/2014,SydneyAirport,18.9,26,0,7.4,7.3,50,20,26,54,1019.7,1016.7,6,7,No
27/11/2014,SydneyAirport,18.6,21.2,0,7.6,0,48,31,22,71,1022.2,1022.5,6,7,No
28/11/2014,SydneyAirport,16.8,24.3,0,3.4,11.9,44,13,22,47,1024,1021.3,3,2,No
29/11/2014,SydneyAirport,16.9,27.6,0,7.4,11.8,52,13,35,52,1019.6,1015,2,4,No
30/11/2014,SydneyAirport,18.8,29.5,0,8,8.4,54,17,35,57,1014,1010.7,2,4,No
1/12/2014,SydneyAirport,19.6,29.4,2,9.8,8,54,17,35,58,1010.9,1007.5,6,7,Yes
2/12/2014,SydneyAirport,19.1,31.2,5.2,8.6,10.7,69,22,39,60,1011.7,1008.5,6,2,Yes
3/12/2014,SydneyAirport,21.6,33.1,1,8.4,7.6,72,13,30,52,1013.2,1009.1,4,7,No
4/12/2014,SydneyAirport,20.5,29.6,9,8,0,57,22,24,68,1012.3,1008.9,7,7,Yes
5/12/2014,SydneyAirport,19.5,29.3,21.4,11,6.9,41,20,26,52,1008.3,1005.4,7,5,Yes
6/12/2014,SydneyAirport,20.7,28.5,0.6,5.6,6.6,46,19,20,57,1007.5,1004.1,6,7,No
7/12/2014,SydneyAirport,18.6,29.4,17,7.8,8.9,37,13,19,64,1006.1,1003.7,2,4,Yes
8/12/2014,SydneyAirport,18.5,32.7,27.6,8.6,7.5,76,9,24,61,1006.6,1006.1,6,7,Yes
9/12/2014,SydneyAirport,20.6,24.6,1.4,7.4,2.1,37,17,26,70,1015.1,1014.4,7,6,Yes
10/12/2014,SydneyAirport,19.4,25.8,0,5,2.6,39,13,28,68,1014.6,1011.4,6,7,No
11/12/2014,SydneyAirport,20.9,22.7,7.8,3.4,0.7,80,17,43,85,1005.5,1008.7,7,7,Yes
12/12/2014,SydneyAirport,17.1,22,9.8,6,NA,69,41,37,59,1017.5,1018.4,3,3,Yes
13/12/2014,SydneyAirport,17.6,23.5,0,8.4,9.7,46,26,28,51,1018.8,1017.2,5,4,No
14/12/2014,SydneyAirport,15.6,26,0,8,10.8,44,9,28,47,1014.2,1010.4,5,1,No
15/12/2014,SydneyAirport,17.6,28.4,0,8,13,44,13,30,50,1012.1,1010.6,1,1,No
16/12/2014,SydneyAirport,20.6,26.8,0,11.4,8.7,78,22,56,58,1007.8,999,7,3,No
17/12/2014,SydneyAirport,19.1,23,0,7.6,5.8,69,35,26,60,1006.4,1008,2,7,No
18/12/2014,SydneyAirport,18.5,27.5,0,6.8,5.6,41,9,28,69,1010.2,1005.6,8,6,No
19/12/2014,SydneyAirport,18.5,22.7,0,6.6,10.8,69,37,28,54,1012.6,1013.3,1,1,No
20/12/2014,SydneyAirport,17.8,23.7,0,8.4,9.5,37,13,26,50,1018.6,1016.5,5,1,No
21/12/2014,SydneyAirport,17.2,28.1,0,7,12.6,59,9,35,54,1018.6,1015.8,1,1,No
22/12/2014,SydneyAirport,20.6,29.3,0,9.2,8.8,61,13,52,58,1016.8,1014.6,3,5,No
23/12/2014,SydneyAirport,21.4,28.8,0,8.2,4.6,48,19,28,76,1015.3,1012.5,7,8,No
24/12/2014,SydneyAirport,20.9,24.2,2.6,5,3.3,56,33,41,82,1013.7,1014,7,7,Yes
25/12/2014,SydneyAirport,19.5,29.4,0,5.8,5.3,50,19,35,66,1011.4,1005.5,7,7,No
26/12/2014,SydneyAirport,19.9,27.4,13.8,4,8.9,56,20,44,70,1007.8,1011.6,3,6,Yes
27/12/2014,SydneyAirport,18.9,22.2,0,10.6,0,33,13,19,49,1021.2,1020.7,7,7,No
28/12/2014,SydneyAirport,18.4,26.2,0,4,2,33,6,20,65,1019.3,1015.8,7,7,No
29/12/2014,SydneyAirport,18.3,28.5,0,5.4,12.6,54,19,35,59,1009.7,1003.8,1,1,No
30/12/2014,SydneyAirport,19.2,35.2,0,8,12.7,54,22,31,43,1007.4,1003.3,0,0,No
31/12/2014,SydneyAirport,19.3,26,0,9.6,8,50,15,26,57,1015.5,1014.5,5,2,No
1/01/2015,SydneyAirport,21.2,30.7,0.2,6.8,11,52,22,35,60,1014.4,1011,1,3,No
2/01/2015,SydneyAirport,21.1,27.5,0.2,9.2,3.6,50,13,24,82,1019.1,1018,7,7,No
3/01/2015,SydneyAirport,22.3,31.4,0,4,12,65,15,37,62,1020.1,1017.1,3,1,No
4/01/2015,SydneyAirport,22.9,33.8,0,10.2,8.9,69,13,33,57,1015.9,1012.2,1,7,No
5/01/2015,SydneyAirport,20.6,25.8,0,10,3.4,41,20,20,76,1019.4,1018.9,7,7,No
6/01/2015,SydneyAirport,21.3,28.8,0,4,11.8,35,20,17,71,1020.9,1019.9,5,3,No
7/01/2015,SydneyAirport,22.2,31.5,0,6.6,12.4,52,17,33,47,1020.5,1017.8,3,1,No
8/01/2015,SydneyAirport,21.4,30.8,0,9.2,13,69,9,39,49,1016.1,1011.4,1,1,No
9/01/2015,SydneyAirport,22.4,33.3,0,13.6,8.7,57,9,37,58,1010.6,1007.2,1,2,No
10/01/2015,SydneyAirport,21.7,28.4,0.4,7.4,1,63,9,20,76,1010.7,1009.1,7,8,No
11/01/2015,SydneyAirport,20.3,23.1,20.6,7.4,0,48,17,30,93,1013.7,1012.5,8,8,Yes
12/01/2015,SydneyAirport,20.3,23.2,7.2,NA,3.3,61,31,39,75,1014.7,1013.3,7,7,Yes
13/01/2015,SydneyAirport,19,29.9,4.6,5.4,7.5,59,6,31,77,1010.3,1005.3,6,5,Yes
14/01/2015,SydneyAirport,21.1,35,1,6.2,12.7,56,17,28,42,998.9,997,1,2,No
15/01/2015,SydneyAirport,22,27.1,0,11,11.7,39,15,26,55,1004,1004.3,2,1,No
16/01/2015,SydneyAirport,21.1,29.1,0,8.2,12.9,35,7,26,59,1008.7,1005.5,3,2,No
17/01/2015,SydneyAirport,21.2,35.8,0,3.2,13.4,50,13,24,30,1007.8,1005,0,1,No
18/01/2015,SydneyAirport,21.5,27.2,0,10.2,11.8,39,20,26,67,1011.8,1010.1,5,6,No
19/01/2015,SydneyAirport,20.5,23,0.4,10.4,0.1,48,35,30,65,1015.2,1015.4,8,8,No
20/01/2015,SydneyAirport,18.4,27.1,3.6,3.4,7.3,50,28,33,68,1014.6,1011.7,8,5,Yes
21/01/2015,SydneyAirport,19.5,29.1,13,7.4,10.5,48,6,28,60,1011,1010.6,5,3,Yes
22/01/2015,SydneyAirport,22.3,29.3,0,8.4,11.7,41,13,26,58,1014.5,1011.9,5,1,No
23/01/2015,SydneyAirport,23.4,31.7,0,8,10.5,56,19,35,58,1010.1,1006.8,7,2,No
24/01/2015,SydneyAirport,23.2,31.6,0,9.2,9.8,52,15,37,52,1008,1004.6,1,1,No
25/01/2015,SydneyAirport,21.6,36.6,0.6,8,11.2,69,13,26,53,1003.1,1001.1,2,5,No
26/01/2015,SydneyAirport,19.8,21.1,0.4,10.6,0,54,31,30,84,1013,1013.4,8,8,No
27/01/2015,SydneyAirport,18.6,20.6,18.4,5.4,0,43,20,20,93,1013.4,1012.7,8,8,Yes
28/01/2015,SydneyAirport,16.9,21.5,43.2,7.2,2.3,54,30,22,86,1013.5,1013.3,8,7,Yes
29/01/2015,SydneyAirport,15.2,21.7,6.2,2.8,12.2,65,33,39,57,1012.8,1010.9,3,3,Yes
30/01/2015,SydneyAirport,14.3,25.2,0,8.8,11.2,43,24,24,45,1009.6,1005.6,1,3,No
31/01/2015,SydneyAirport,17,25.6,0,5.8,11.7,31,9,22,51,1008.2,1005.8,2,2,No
1/02/2015,SydneyAirport,19.6,25.2,0,9.4,7,48,19,28,69,1009.6,1009.5,7,6,No
